Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Country,Salary
High School Teacher,0.08,917,3784,0.2423361522198731,Sales & Marketing,Cambodia,568.0
Orchestra Teacher,0.07,768,3356,0.2288438617401668,Administrative & Clerical,Cambodia,572.0
Golf Coach,0.05,529,2199,0.2405638926784902,Leadership & Strategy,Cambodia,580.0
Infusion Nurse,0.35,113,864,0.130787037037037,Leadership & Strategy,Indonesia,541.25
Sap Consultant,0.3,264,1994,0.1323971915747241,Sales & Marketing,Philippines,550.0
Financial Planning Analyst,0.45,640,2256,0.2836879432624113,Data & IT,Malaysia,516.25
Vmware Engineer,0.5,139,1048,0.1326335877862595,Data & IT,Malaysia,487.5
Nursing Attendant,0.55,54,480,0.1125,Communication & PR,Malaysia,458.75
Salesforce Administrator,0.38,1022,3269,0.3126338329764453,Hospitality,Thailand,541.0
Graduate Assistant,0.25,264,1907,0.1384373361300472,Sales & Marketing,Vietnam,556.25
Registered Dietitian,0.12,491,2022,0.2428288822947576,Supply Chain & Logistics,Myanmar,574.0
Deputy Sheriff,0.3,104,675,0.154074074074074,Construction,Philippines,550.0
Lpn Nurse,0.33,81,588,0.1377551020408163,Sales & Marketing,Indonesia,551.75
Announcer,0.3,147,981,0.1498470948012232,Data & IT,Philippines,550.0
Training Officer,0.2,221,1598,0.1382978723404255,Communication & PR,Laos,560.0
Lift Operator,0.3,106,1187,0.0893007582139848,Communication & PR,Philippines,550.0
Contract Administrator,0.3,226,1336,0.1691616766467066,Hospitality,Philippines,550.0
Aide,0.25,212,1608,0.1318407960199005,Hospitality,Vietnam,556.25
Senior Art Director,0.2,243,1815,0.1338842975206611,Law Enforcement,Laos,560.0
Commercial Diver,0.2,308,1236,0.2491909385113268,Data & IT,Laos,560.0
Tester,0.5,134,1008,0.1329365079365079,Medical & Healthcare,Malaysia,487.5
Front Desk Assistant,0.55,91,815,0.1116564417177914,Construction,Malaysia,458.75
Elevator Technician,0.3,128,721,0.1775312066574202,Supply Chain & Logistics,Philippines,550.0
Hotel Sales Manager,0.3,233,1492,0.156166219839142,Leadership & Strategy,Philippines,550.0
Global Account Manager,0.15,978,3921,0.2494261667941851,Leadership & Strategy,Myanmar,561.25
Room Attendant,0.4,258,959,0.2690302398331595,Law Enforcement,Thailand,530.0
Formulation Scientist,0.45,449,1551,0.2894906511927788,Sales & Marketing,Malaysia,516.25
Passenger Service Agent,0.1,382,1900,0.2010526315789473,Administrative & Clerical,Cambodia,560.0
Manufacturing Analyst,0.4,638,2158,0.2956441149212233,Communication & PR,Thailand,530.0
Payroll Consultant,0.1,686,2912,0.235576923076923,Communication & PR,Cambodia,560.0
Cost Accounting Manager,0.5,156,1101,0.1416893732970027,Sales & Marketing,Malaysia,487.5
Clinic Manager,0.5,182,1782,0.1021324354657687,Administrative & Clerical,Malaysia,487.5
Project Management Specialist,0.35,1070,3480,0.3074712643678161,Construction,Indonesia,541.25
Bike Mechanic,0.18,327,1249,0.2618094475580464,Medical & Healthcare,Laos,569.0
Accounting Assistant,0.3,219,1320,0.1659090909090909,Hospitality,Philippines,550.0
Senior Designer,0.25,907,2523,0.3594926674593737,Communication & PR,Vietnam,556.25
Lumper,0.1,425,1675,0.2537313432835821,Administrative & Clerical,Cambodia,560.0
Digital Account Manager,0.39,560,1606,0.348692403486924,Data & IT,Thailand,535.5
Animal Caretaker,0.05,267,1393,0.1916726489590811,Sales & Marketing,Cambodia,580.0
Marketing Communications Manager,0.25,578,3227,0.1791137279206693,Leadership & Strategy,Vietnam,556.25
Java Architect,0.2,263,1662,0.1582430806257521,Medical & Healthcare,Laos,560.0
Dog Groomer,0.2,4,0,inf,Medical & Healthcare,Laos,560.0
Public Defender,0.2,139,1046,0.132887189292543,Data & IT,Laos,560.0
Talent Coordinator,0.2,288,2135,0.1348946135831381,Law Enforcement,Laos,560.0
Psychotherapist,0.1,531,2391,0.2220828105395232,Hospitality,Cambodia,560.0
Civil Drafter,0.4,373,1098,0.3397085610200364,Communication & PR,Thailand,530.0
Call Center,0.4,1064,3265,0.3258805513016845,Leadership & Strategy,Thailand,530.0
Police Cadet,0.15,537,2063,0.2603005332040717,Supply Chain & Logistics,Myanmar,561.25
Travel Coordinator,0.3,241,1611,0.1495965238981998,Law Enforcement,Philippines,550.0
Flooring Installer,0.7,1,2,0.5,Law Enforcement,Singapore,380.0
Strategic Sourcing Manager,0.45,669,2165,0.3090069284064665,Sales & Marketing,Malaysia,516.25
Crm Analyst,0.65,164,1081,0.1517113783533765,Construction,Singapore,410.0
Studio Assistant,0.25,718,1857,0.386645126548196,Supply Chain & Logistics,Vietnam,556.25
Teacher Assistant,0.1,772,3651,0.2114489181046288,Sales & Marketing,Cambodia,560.0
Immunologist,0.1,455,1815,0.2506887052341597,Administrative & Clerical,Cambodia,560.0
Spanish Tutor,0.1,589,2853,0.2064493515597616,Administrative & Clerical,Cambodia,560.0
Front Desk Receptionist,0.75,225,1803,0.124792013311148,Construction,Singapore,350.0
Church Musician,0.1,507,1876,0.2702558635394456,Supply Chain & Logistics,Cambodia,560.0
Hr Specialist,0.3,246,1874,0.1312700106723585,Data & IT,Philippines,550.0
Shift Leader,0.15,996,3933,0.2532418001525553,Sales & Marketing,Myanmar,561.25
Field Investigator,0.4,628,1840,0.3413043478260869,Supply Chain & Logistics,Thailand,530.0
Athletic Coordinator,0.1,867,3709,0.2337557293070908,Communication & PR,Cambodia,560.0
Aeronautical Engineer,0.43,415,1405,0.295373665480427,Data & IT,Malaysia,527.75
Veterinary Assistant,0.25,285,898,0.3173719376391982,Sales & Marketing,Vietnam,556.25
Data Scientist,0.7,180,1091,0.1649862511457378,Data & IT,Singapore,380.0
Aesthetic Nurse,0.35,108,726,0.1487603305785124,Leadership & Strategy,Indonesia,541.25
Study Coordinator,0.25,588,1705,0.3448680351906158,Communication & PR,Vietnam,556.25
Real Estate Assistant,0.15,1056,4199,0.2514884496308645,Sales & Marketing,Myanmar,561.25
Ordinary Seaman,0.1,193,998,0.1933867735470942,Data & IT,Cambodia,560.0
Technical Editor,0.2,400,2664,0.1501501501501501,Construction,Laos,560.0
Claims Supervisor,0.4,600,1988,0.3018108651911468,Leadership & Strategy,Thailand,530.0
Community Health Worker,0.25,227,1556,0.1458868894601542,Hospitality,Vietnam,556.25
Floral Designer,0.2,221,1748,0.1264302059496567,Data & IT,Laos,560.0
Cnc Operator,0.35,89,611,0.1456628477905073,Data & IT,Indonesia,541.25
Data Entry,0.95,325,2278,0.1426690079016681,Administrative & Clerical,Singapore,230.0
Document Processor,0.7,178,1448,0.1229281767955801,Construction,Singapore,380.0
Pipe Fitter,0.25,232,879,0.2639362912400455,Data & IT,Vietnam,556.25
Optician,0.5,49,503,0.0974155069582504,Data & IT,Malaysia,487.5
Scheduling Manager,0.2,255,1841,0.1385116784356328,Data & IT,Laos,560.0
Senior Tax Accountant,0.15,1032,4050,0.2548148148148148,Law Enforcement,Myanmar,561.25
Research Consultant,0.2,298,2227,0.1338123035473731,Medical & Healthcare,Laos,560.0
911 Dispatcher,0.6,133,1008,0.1319444444444444,Law Enforcement,Singapore,440.0
Farm Worker,0.18,203,822,0.2469586374695863,Sales & Marketing,Laos,569.0
Seismologist,0.25,268,988,0.2712550607287449,Hospitality,Vietnam,556.25
Security Agent,0.25,294,937,0.3137673425827108,Supply Chain & Logistics,Vietnam,556.25
Service Desk Manager,0.1,987,4376,0.2255484460694698,Law Enforcement,Cambodia,560.0
Clinical Technician,0.25,154,1236,0.1245954692556634,Hospitality,Vietnam,556.25
Health Unit Coordinator,0.25,197,1531,0.1286740692357936,Supply Chain & Logistics,Vietnam,556.25
Leasing Manager,0.2,222,1703,0.1303581914268937,Sales & Marketing,Laos,560.0
Informatica Developer,0.75,131,925,0.1416216216216216,Law Enforcement,Singapore,350.0
Sales Clerk,0.15,892,4091,0.2180395991200195,Communication & PR,Myanmar,561.25
Marketing Engineer,0.25,590,3260,0.1809815950920245,Supply Chain & Logistics,Vietnam,556.25
Laboratory Assistant,0.35,456,1497,0.3046092184368738,Law Enforcement,Indonesia,541.25
Utilization Review Nurse,0.15,768,3134,0.2450542437779196,Administrative & Clerical,Myanmar,561.25
Database Administrator,0.65,241,1372,0.1756559766763848,Construction,Singapore,410.0
Medical Information Specialist,0.4,765,2450,0.3122448979591837,Medical & Healthcare,Thailand,530.0
Retail Store Manager,0.1,1013,4332,0.2338411819021237,Law Enforcement,Cambodia,560.0
Personal Trainer,0.2,92,681,0.1350954478707782,Law Enforcement,Laos,560.0
Ic Design Engineer,0.35,448,1243,0.3604183427192277,Leadership & Strategy,Indonesia,541.25
Warehouse Lead,0.15,984,3971,0.247796524804835,Construction,Myanmar,561.25
Desktop Support Specialist,0.4,661,1982,0.3335015136226034,Law Enforcement,Thailand,530.0
Restaurant Consultant,0.2,209,1591,0.1313639220615964,Data & IT,Laos,560.0
Distribution Clerk,0.7,10,52,0.1923076923076923,Medical & Healthcare,Singapore,380.0
Front Desk,0.77,215,1779,0.1208544125913434,Medical & Healthcare,Singapore,338.0
Design Director,0.1,1076,4738,0.2271000422119037,Hospitality,Cambodia,560.0
Integration Analyst,0.38,540,1483,0.3641267700606878,Medical & Healthcare,Thailand,541.0
Accessioner,0.6,46,410,0.1121951219512195,Construction,Singapore,440.0
Ged Instructor,0.2,152,1049,0.1448999046711153,Hospitality,Laos,560.0
Administrative Analyst,0.3,291,1691,0.172087522176227,Sales & Marketing,Philippines,550.0
Division Order Analyst,0.45,626,1831,0.3418896777717094,Hospitality,Malaysia,516.25
Footwear Designer,0.05,800,3168,0.2525252525252525,Communication & PR,Cambodia,580.0
Software Tester,0.5,272,2209,0.1231326392032594,Data & IT,Malaysia,487.5
Inventory Coordinator,0.45,546,1664,0.328125,Communication & PR,Malaysia,516.25
Broker Assistant,0.35,207,1467,0.1411042944785276,Leadership & Strategy,Indonesia,541.25
Unix Administrator,0.6,125,1355,0.092250922509225,Leadership & Strategy,Singapore,440.0
Accounting Instructor,0.1,899,3715,0.2419919246298788,Hospitality,Cambodia,560.0
Staffing Specialist,0.4,685,2281,0.3003068829460762,Law Enforcement,Thailand,530.0
Segment Producer,0.25,906,2715,0.3337016574585635,Data & IT,Vietnam,556.25
Wind Technician,0.1,278,1090,0.255045871559633,Communication & PR,Cambodia,560.0
Orthopedic Technician,0.35,174,673,0.2585438335809807,Leadership & Strategy,Indonesia,541.25
Loan Consultant,0.15,1034,4224,0.2447916666666666,Sales & Marketing,Myanmar,561.25
Security Architect,0.5,167,1603,0.1041796631316282,Medical & Healthcare,Malaysia,487.5
Process Operator,0.3,194,900,0.2155555555555555,Hospitality,Philippines,550.0
Qa Director,0.25,755,2434,0.310188989317995,Law Enforcement,Vietnam,556.25
Market Manager,0.15,1234,4926,0.2505075111652456,Supply Chain & Logistics,Myanmar,561.25
Clinical Assistant,0.15,748,2966,0.2521915037086986,Medical & Healthcare,Myanmar,561.25
Data Entry Operator,0.9,329,2311,0.1423626135871916,Leadership & Strategy,Singapore,260.0
Accounts Receivable Clerk,0.35,217,1451,0.149552033080634,Data & IT,Indonesia,541.25
Solar Panel Installer,0.1,194,813,0.2386223862238622,Supply Chain & Logistics,Cambodia,560.0
Senior Paralegal,0.4,432,1578,0.2737642585551331,Leadership & Strategy,Thailand,530.0
Associate Scientist,0.4,524,1772,0.2957110609480812,Law Enforcement,Thailand,530.0
Certified Public Accountant,0.4,542,1637,0.3310934636530238,Law Enforcement,Thailand,530.0
Salesforce Developer,0.35,1004,3228,0.3110285006195787,Data & IT,Indonesia,541.25
Activity Assistant,0.05,1053,4214,0.2498813478879924,Administrative & Clerical,Cambodia,580.0
Payroll,0.05,667,2667,0.2500937382827146,Data & IT,Cambodia,580.0
Production Associate,0.3,246,1605,0.1532710280373831,Administrative & Clerical,Philippines,550.0
Nutrition Educator,0.3,164,1077,0.1522748375116063,Medical & Healthcare,Philippines,550.0
Business Operations Specialist,0.1,1110,4335,0.2560553633217993,Leadership & Strategy,Cambodia,560.0
Maintenance Director,0.4,399,1357,0.2940309506263817,Medical & Healthcare,Thailand,530.0
Strategic Consultant,0.4,629,2098,0.2998093422306959,Administrative & Clerical,Thailand,530.0
Office Receptionist,0.5,79,658,0.1200607902735562,Medical & Healthcare,Malaysia,487.5
Senior Staff Accountant,0.15,941,3944,0.2385902636916835,Sales & Marketing,Myanmar,561.25
Brand Representative,0.1,1194,5005,0.2385614385614385,Law Enforcement,Cambodia,560.0
Laser Operator,0.3,201,1640,0.1225609756097561,Sales & Marketing,Philippines,550.0
Diving Coach,0.05,822,2945,0.2791171477079796,Data & IT,Cambodia,580.0
Operator,0.45,98,1180,0.0830508474576271,Hospitality,Malaysia,516.25
Business Operations Manager,0.71,163,1330,0.1225563909774436,Data & IT,Singapore,374.0
Firefighter Paramedic,0.2,128,824,0.1553398058252427,Supply Chain & Logistics,Laos,560.0
Curriculum Writer,0.2,1119,4992,0.2241586538461538,Data & IT,Laos,560.0
General Dentist,0.05,420,1742,0.2411021814006888,Supply Chain & Logistics,Cambodia,580.0
Industrial Painter,0.4,182,966,0.1884057971014492,Sales & Marketing,Thailand,530.0
Software Qa Engineer,0.5,277,2231,0.1241595696996862,Construction,Malaysia,487.5
Instructional Technology Specialist,0.25,288,1982,0.1453077699293642,Leadership & Strategy,Vietnam,556.25
Support Analyst,0.25,805,2322,0.3466838931955211,Supply Chain & Logistics,Vietnam,556.25
Juvenile Probation Officer,0.35,429,1323,0.3242630385487528,Supply Chain & Logistics,Indonesia,541.25
Python Developer,0.25,541,1469,0.3682777399591559,Supply Chain & Logistics,Vietnam,556.25
Doula,0.1,267,1205,0.2215767634854771,Law Enforcement,Cambodia,560.0
Tax Accountant,0.6,130,1026,0.1267056530214425,Administrative & Clerical,Singapore,440.0
Pl Sql Developer,0.8,183,1686,0.1085409252669039,Communication & PR,Singapore,320.0
Aviation Mechanic,0.35,67,527,0.127134724857685,Administrative & Clerical,Indonesia,541.25
Parking Lot Attendant,0.26,189,700,0.27,Law Enforcement,Philippines,570.0
School Custodian,0.17,578,2449,0.236014699877501,Communication & PR,Laos,573.5
Storyboard Artist,0.15,1137,4903,0.2318988374464613,Construction,Myanmar,561.25
Contract Manager,0.15,1135,4512,0.2515514184397163,Medical & Healthcare,Myanmar,561.25
Gas Controller,0.5,122,802,0.1521197007481296,Administrative & Clerical,Malaysia,487.5
Survey Technician,0.6,101,809,0.1248454882571075,Sales & Marketing,Singapore,440.0
Department Assistant,0.55,101,947,0.1066525871172122,Medical & Healthcare,Malaysia,458.75
Clinical Laboratory Scientist,0.3,126,813,0.1549815498154981,Communication & PR,Philippines,550.0
Sports Information Director,0.4,474,1798,0.2636262513904338,Communication & PR,Thailand,530.0
Urologist,0.12,420,1618,0.2595797280593325,Administrative & Clerical,Myanmar,574.0
Programmer Analyst,0.35,979,3054,0.3205631958087754,Communication & PR,Indonesia,541.25
Banquet Captain,0.35,101,793,0.1273644388398487,Sales & Marketing,Indonesia,541.25
Sales Coach,0.22,285,1996,0.1427855711422845,Hospitality,Vietnam,570.5
Master Control Operator,0.6,120,1201,0.0999167360532889,Sales & Marketing,Singapore,440.0
Immigration Officer,0.15,546,1897,0.2878228782287823,Data & IT,Myanmar,561.25
Glazier,0.1,400,1400,0.2857142857142857,Leadership & Strategy,Cambodia,560.0
News Producer,0.2,219,1783,0.1228266965787997,Supply Chain & Logistics,Laos,560.0
Tableau Developer,0.8,188,1668,0.1127098321342925,Leadership & Strategy,Singapore,320.0
Aircraft Engineer,0.35,93,688,0.1351744186046511,Construction,Indonesia,541.25
Esl Teacher,0.2,154,1082,0.1423290203327172,Law Enforcement,Laos,560.0
Digital Producer,0.25,373,2471,0.150951031970862,Hospitality,Vietnam,556.25
Sheriff,0.2,65,361,0.1800554016620498,Hospitality,Laos,560.0
Office,0.1,714,3367,0.212058212058212,Leadership & Strategy,Cambodia,560.0
Nutritionist,0.2,147,980,0.15,Hospitality,Laos,560.0
Quantitative Developer,0.8,182,1667,0.1091781643671265,Data & IT,Singapore,320.0
Social Service,0.1,916,4142,0.2211492032834379,Law Enforcement,Cambodia,560.0
Certified Diabetes Educator,0.2,9,57,0.1578947368421052,Leadership & Strategy,Laos,560.0
General Engineer,0.15,790,2828,0.2793493635077793,Medical & Healthcare,Myanmar,561.25
Bank Teller,0.7,113,824,0.137135922330097,Administrative & Clerical,Singapore,380.0
Histotechnician,0.3,111,1116,0.0994623655913978,Hospitality,Philippines,550.0
Test Architect,0.3,159,1430,0.1111888111888111,Data & IT,Philippines,550.0
Collections Agent,0.25,265,1744,0.1519495412844036,Administrative & Clerical,Vietnam,556.25
Geographer,0.05,631,2548,0.2476452119309262,Medical & Healthcare,Cambodia,580.0
Production Artist,0.25,748,2900,0.2579310344827586,Leadership & Strategy,Vietnam,556.25
Community Health Nurse,0.3,124,718,0.1727019498607242,Medical & Healthcare,Philippines,550.0
Sourcing Manager,0.3,239,1848,0.1293290043290043,Hospitality,Philippines,550.0
Heavy Equipment Operators,0.18,235,1009,0.2329038652130822,Communication & PR,Laos,569.0
Deployment Manager,0.2,6,46,0.1304347826086956,Supply Chain & Logistics,Laos,560.0
Direct Care Professional,0.15,665,2761,0.2408547627671133,Law Enforcement,Myanmar,561.25
Customer Support Manager,0.25,281,1747,0.160847166571265,Leadership & Strategy,Vietnam,556.25
Excavator Operator,0.4,306,1146,0.2670157068062827,Supply Chain & Logistics,Thailand,530.0
Quality Assurance,0.2,217,1858,0.1167922497308934,Sales & Marketing,Laos,560.0
Chief Information Security Officer,0.05,902,3116,0.2894736842105263,Law Enforcement,Cambodia,580.0
Architect,0.1,988,3931,0.2513355380310353,Data & IT,Cambodia,560.0
Pattern Maker,0.25,194,1674,0.1158900836320191,Communication & PR,Vietnam,556.25
Assignment Editor,0.6,148,1187,0.1246840775063184,Administrative & Clerical,Singapore,440.0
Nurse Practitioner,0.45,365,1268,0.2878548895899053,Construction,Malaysia,516.25
Copier Technician,0.35,232,884,0.2624434389140271,Medical & Healthcare,Indonesia,541.25
Rehabilitation Counselor,0.15,783,3133,0.2499202042770507,Communication & PR,Myanmar,561.25
Premium Auditor,0.15,726,3031,0.2395249092708677,Leadership & Strategy,Myanmar,561.25
Marketing Associate,0.25,586,3251,0.1802522300830513,Data & IT,Vietnam,556.25
Groomer,0.2,58,357,0.1624649859943977,Law Enforcement,Laos,560.0
Psychology Instructor,0.05,746,3230,0.2309597523219814,Administrative & Clerical,Cambodia,580.0
Game Tester,0.3,210,1769,0.1187111362351611,Data & IT,Philippines,550.0
Bridge Engineer,0.28,183,1517,0.1206328279499011,Administrative & Clerical,Philippines,560.0
Biztalk Developer,0.6,138,1072,0.1287313432835821,Medical & Healthcare,Singapore,440.0
Prn,0.3,87,455,0.1912087912087912,Administrative & Clerical,Philippines,550.0
Land Surveyor,0.45,323,1531,0.2109732201175702,Medical & Healthcare,Malaysia,516.25
Oracle Developer,0.7,8,46,0.1739130434782608,Medical & Healthcare,Singapore,380.0
Supply Chain Planner,0.4,670,2481,0.2700523982265215,Medical & Healthcare,Thailand,530.0
Quality Control Inspector,0.25,625,2141,0.2919196637085474,Medical & Healthcare,Vietnam,556.25
